monthly_income,income_stability_months,debt_ratio,savings_months_cover,language_level,housing_stability_months,local_references,employment_type_encoded,ngo_validation_encoded,volatility_of_income,income_growth_trend,asset_index,punctualidad_reportada,consistencia_declarativa,digital_interaction_score,zone_risk_index,vulnerability_score,target_default_flag,target_repayment_behavior
830.2352,27,0.1999,0.8181,3,42,1,2,1,0.5257,0.0374,0.2374,0.6993,0.7299,0.5223,0.6067,0.5209,1,0.8673
1459.6361,4,0.2043,1.2931,2,21,1,1,1,0.2262,0.0033,0.6937,0.8066,0.9819,0.295,0.6859,0.3948,0,0.9084
3829.0802,9,0.1198,3.5806,0,29,1,0,1,0.6599,-0.0168,0.39,0.7468,0.967,0.4304,0.5664,0.5445,0,0.8851
2765.871,17,0.2184,0.7967,0,35,4,0,0,0.0645,-0.0833,0.7513,0.8263,0.9596,0.2341,0.486,0.6159,1,0.8582
1518.7971,52,0.3294,0.7438,4,9,2,1,1,0.34,0.0299,0.7743,0.5227,0.9344,0.7184,0.274,0.9159,0,0.9454
1518.3373,17,0.0909,5.058,1,29,3,1,1,0.286,-0.0841,0.5279,0.7664,0.8168,0.4268,0.6057,0.5594,0,0.8885
1539.4531,35,0.1484,0.1647,5,19,3,1,0,0.1104,0.0138,0.4285,0.5588,0.6374,0.1581,0.5372,0.2499,0,0.8636
5107.0335,19,0.2834,1.6038,2,15,2,0,1,0.4412,0.0363,0.8114,0.5602,0.7542,0.5817,0.5864,0.4602,0,0.853
2188.4914,19,0.0266,1.4033,4,44,3,0,0,0.2872,-0.0154,0.4477,0.8558,0.5733,0.5319,0.7191,0.4436,0,0.948
2241.7696,24,0.0513,0.1181,1,53,1,0,1,0.1566,-0.0127,0.7708,0.7894,0.9023,0.6087,0.7232,0.5318,0,0.9762
3026.4383,15,0.1298,0.1837,5,36,2,2,1,0.2994,-0.1261,0.6065,0.5049,0.3674,0.9413,0.5103,0.9804,0,0.8132
2037.3283,29,0.2845,0.9624,0,12,1,1,0,0.1174,-0.0464,0.6321,0.8718,0.6477,0.368,0.52,0.1281,0,0.6925
1588.3943,6,0.3202,0.2881,0,3,2,1,1,0.2209,-0.0239,0.6907,0.8575,0.597,0.6618,0.3535,0.3808,0,0.8817
1638.973,16,0.3484,1.3005,1,30,2,0,1,0.5783,-0.0807,0.2697,0.6528,0.5917,0.6516,0.6738,0.1451,0,0.6591
1744.4583,55,0.3137,1.8775,1,49,4,2,0,0.2873,0.0641,0.4212,0.9022,0.6686,0.5501,0.464,0.8642,0,0.7794
1774.7039,36,0.3366,2.3514,3,20,0,0,1,0.6001,-0.0388,0.644,0.6834,0.765,0.6178,0.5334,0.6255,0,0.8087
2601.4253,21,0.1568,1.5814,4,24,2,2,0,0.6279,-0.0233,0.3277,0.7275,0.8819,0.6727,0.5177,0.3321,0,0.8045
1855.6178,33,0.2666,0.955,2,55,3,1,0,0.2951,0.0892,0.6172,0.2916,0.4067,0.3744,0.485,0.89,0,0.6423
2607.9507,46,0.3055,0.278,3,51,4,0,0,0.102,0.0511,0.7699,0.6702,0.4825,0.6521,0.3856,0.784,0,0.9249
1736.5258,2,0.3709,0.5687,4,24,1,2,0,0.1904,0.0879,0.4859,0.5384,0.818,0.7435,0.3886,0.4598,0,0.6612
1880.5463,13,0.0426,1.0875,5,31,5,2,1,0.3286,0.0638,0.8356,0.5919,0.3971,0.5106,0.4103,0.8046,0,0.9093
665.7403,9,0.2317,5.1571,1,23,2,2,0,0.2441,0.0347,0.6974,0.7649,0.8393,0.2753,0.3396,0.2252,0,0.866
2858.8189,4,0.3529,0.4528,1,11,1,0,1,0.2708,-0.0401,0.245,0.6469,0.7081,0.7801,0.7609,0.9436,1,0.387
2150.0454,60,0.1356,1.0666,1,18,2,2,0,0.1913,-0.0737,0.5838,0.8358,0.6699,0.4732,0.6717,0.377,1,0.8919
2977.9936,25,0.1661,2.6358,2,21,0,0,0,0.2601,0.0399,0.3541,0.591,0.7874,0.571,0.5385,0.5745,0,0.8701
424.9078,32,0.1126,2.4429,3,20,1,0,0,0.5225,-0.0273,0.4894,0.8,0.9001,0.3743,0.7417,0.3134,1,0.7485
5136.809,9,0.5431,6.739,3,11,0,0,1,0.1233,-0.1174,0.2848,0.8942,0.6779,0.0802,0.2273,0.3378,0,0.9769
1686.1535,13,0.1337,0.4237,2,13,2,0,1,0.7412,0.0219,0.8937,0.848,0.8426,0.6249,0.5946,0.6003,0,0.8361
3146.6429,16,0.1751,0.0333,3,10,1,0,0,0.762,0.0116,0.367,0.7548,0.9834,0.2078,0.7597,0.3914,0,0.568
1074.9689,22,0.201,0.7782,2,39,2,1,1,0.3432,-0.0651,0.907,0.8074,0.5934,0.6127,0.2325,0.935,0,0.9658
2456.2399,28,0.1069,0.3243,2,49,3,0,0,0.5175,0.0698,0.665,0.8214,0.3219,0.1357,0.4045,0.5383,1,0.7456
1067.7322,27,0.2974,1.5902,1,25,2,1,1,0.3158,-0.0435,0.4371,0.9129,0.9138,0.5216,0.7158,0.6422,0,0.896
1323.6065,13,0.2301,4.5809,3,5,1,0,1,0.3912,0.1114,0.6627,0.3605,0.6093,0.0582,0.4728,0.489,0,0.8057
4707.9869,47,0.6263,2.331,3,6,2,0,0,0.7505,0.0657,0.7492,0.6081,0.7831,0.2775,0.5822,0.5098,1,0.2951
1643.6239,40,0.1586,0.2919,4,29,2,0,1,0.082,0.0505,0.4793,0.9213,0.8435,0.5946,0.5148,0.774,0,0.9717
2015.6892,20,0.0699,0.2468,5,19,1,1,0,0.4225,-0.0304,0.5176,0.7358,0.7715,0.3824,0.588,0.2885,0,0.7961
2793.4533,17,0.5272,4.8484,4,4,1,1,1,0.2156,0.0087,0.2734,0.7057,0.7687,0.5346,0.5391,0.4889,0,0.891
2316.5654,12,0.2314,1.3373,2,43,0,1,1,0.5123,0.0134,0.631,0.7812,0.5794,0.2214,0.5451,0.9132,0,0.6616
1949.2685,22,0.2026,5.1455,2,20,5,2,0,0.5183,-0.0145,0.4646,0.6166,0.9663,0.7226,0.6076,0.3095,0,0.9192
2169.9958,39,0.2539,2.6653,5,15,1,0,0,0.4282,0.0008,0.3295,0.5237,0.8327,0.6596,0.2306,0.4952,0,0.8478
6000.0,17,0.4138,10.0258,4,24,1,1,1,0.2934,0.0866,0.824,0.8168,0.7974,0.3149,0.3756,0.753,0,1.0
1756.697,10,0.5898,4.0994,4,19,2,0,0,0.5107,-0.0349,0.2846,0.7668,0.8492,0.5059,0.2488,0.7875,0,0.5228
1999.2943,17,0.0775,1.0696,3,10,1,1,1,0.12,0.0228,0.655,0.6846,0.6536,0.4307,0.4091,0.5918,1,0.9923
3057.4215,21,0.6436,2.8395,2,26,1,0,0,0.3339,-0.0282,0.826,0.4678,0.6754,0.4871,0.5899,0.3571,1,0.2104
3142.4655,5,0.0868,1.2744,4,17,3,1,1,0.2346,-0.0787,0.5506,0.9009,0.8371,0.6989,0.6707,0.879,0,0.9624
3273.1731,4,0.5108,0.5307,1,5,2,2,0,0.647,0.0531,0.5383,0.9356,0.7837,0.6419,0.7739,0.7606,1,0.1959
2488.3251,10,0.1081,0.5516,2,26,2,1,0,0.3123,0.0202,0.2816,0.8981,0.9222,0.7721,0.2884,0.5829,0,0.7869
1020.9589,47,0.2798,1.0127,2,11,2,2,0,0.6808,0.0492,0.2271,0.5846,0.8218,0.6269,0.5225,0.6326,0,0.6095
4091.6998,37,0.1501,0.2364,3,34,1,1,1,0.3879,-0.0479,0.4937,0.8465,0.7458,0.3212,0.6363,0.6104,0,0.9609
1019.2551,3,0.2316,0.3915,3,21,2,2,0,0.5728,-0.0311,0.6387,0.3311,0.6741,0.6042,0.7592,0.2644,1,0.3305
2103.4155,7,0.4179,1.3887,3,21,2,2,0,0.3031,0.0197,0.7539,0.8096,0.847,0.4433,0.2477,0.2922,0,0.8138
1239.9943,28,0.4118,6.1549,3,9,2,1,0,0.4353,0.0387,0.6813,0.7159,0.5162,0.4907,0.5676,0.2354,0,0.8045
1750.9799,11,0.3298,1.724,2,30,2,2,1,0.1619,0.0597,0.3909,0.8363,0.6433,0.6039,0.6637,0.2276,0,0.8976
2131.0737,23,0.1353,1.0502,2,22,2,1,0,0.6409,-0.005,0.3089,0.9635,0.5346,0.7331,0.6638,0.3389,0,0.6033
2123.1978,3,0.3371,0.556,3,29,1,2,0,0.5984,0.0252,0.3573,0.9068,0.7011,0.6907,0.4707,0.4191,1,0.4802
2232.6854,16,0.1533,0.4361,4,18,4,0,0,0.4608,0.0894,0.5693,0.8129,0.8142,0.8581,0.714,0.5382,1,0.8438
4051.5534,15,0.2772,2.1483,3,8,5,2,0,0.2344,-0.0191,0.2382,0.6728,0.9879,0.4395,0.4362,0.5722,1,0.8711
2268.2574,32,0.361,3.772,3,39,1,2,0,0.2733,0.0141,0.09,0.8811,0.4559,0.477,0.6807,0.2356,0,0.8351
1600.2605,22,0.1126,1.0178,3,36,2,2,0,0.2813,-0.0073,0.1113,0.7761,0.8359,0.1901,0.5585,0.4962,0,0.7999
2927.9084,18,0.1357,1.5999,1,13,1,0,0,0.4631,0.0105,0.8606,0.4714,0.2974,0.9428,0.3126,0.4172,0,0.6086
3277.1691,2,0.1265,2.4533,2,16,2,0,0,0.444,0.0693,0.1777,0.8512,0.5303,0.6119,0.2347,0.8191,1,0.63
978.6716,56,0.2419,0.1201,0,8,1,1,0,0.3624,-0.0298,0.3718,0.5459,0.439,0.6488,0.5151,0.6244,1,0.4776
2437.4313,27,0.3266,0.8643,3,8,2,2,0,0.2505,-0.0421,0.1414,0.7037,0.9142,0.4613,0.7824,0.6213,0,0.6055
2567.2392,9,0.1906,2.6168,3,23,3,2,1,0.291,0.0438,0.2752,0.8744,0.8036,0.3008,0.788,0.4616,0,1.0
1558.0935,18,0.5659,2.3079,1,28,1,0,1,0.6664,0.0755,0.3714,0.6655,0.9513,0.502,0.6923,0.1831,0,0.7368
3596.9927,12,0.0981,0.1096,3,27,4,1,0,0.5674,-0.0729,0.5012,0.7427,0.6974,0.8537,0.2559,0.2336,0,0.8018
1677.353,14,0.3153,0.5431,4,29,2,1,1,0.8698,-0.0169,0.9014,0.7722,0.8068,0.3818,0.302,0.8485,0,0.7089
1925.2059,37,0.5691,2.2786,2,49,1,1,0,0.0705,0.0157,0.5843,0.7441,0.9543,0.5436,0.535,0.1012,0,0.8542
1658.1604,7,0.0407,0.6333,5,18,1,0,0,0.4786,0.0022,0.2518,0.6631,0.8775,0.4642,0.7524,0.2592,0,0.7811
1822.1812,28,0.1107,3.3684,5,40,1,0,1,0.4713,0.007,0.6449,0.6041,0.483,0.6248,0.5536,0.6975,0,0.923
1045.0944,38,0.0757,0.0599,4,58,2,0,0,0.3916,0.0034,0.4032,0.3565,0.8084,0.111,0.215,0.6978,0,0.8912
880.0463,24,0.1899,0.4223,4,8,4,0,0,0.4897,-0.0367,0.3799,0.5568,0.8718,0.5284,0.6949,0.3817,1,0.8381
4012.8321,14,0.0854,0.6607,2,26,0,2,1,0.2414,-0.1281,0.4718,0.1482,0.79,0.4534,0.2619,0.5587,0,0.8765
1183.8408,8,0.1222,5.1883,2,20,2,1,0,0.2466,-0.0013,0.5068,0.6253,0.7775,0.5438,0.4541,0.1865,0,0.9405
1101.363,9,0.5102,3.1824,5,13,2,2,0,0.3141,-0.0114,0.6806,0.3753,0.9265,0.3445,0.7329,0.5117,0,0.5192
616.0357,18,0.3423,4.3108,2,16,0,2,1,0.393,-0.0747,0.7869,0.6754,0.7499,0.8675,0.4772,0.2751,0,0.8375
1313.59,17,0.4021,1.1613,1,5,3,1,1,0.4547,-0.034,0.1267,0.6149,0.7485,0.8828,0.7628,0.3735,0,0.6186
933.0466,30,0.1799,3.4583,2,9,3,1,0,0.2215,0.0445,0.8103,0.7365,0.5955,0.6697,0.451,0.3547,0,0.8262
4109.2984,4,0.4233,3.8414,3,29,2,0,0,0.48,-0.0098,0.2044,0.9768,0.8093,0.2624,0.3474,0.6216,0,0.7727
2995.6261,37,0.0993,1.0215,2,30,4,0,0,0.3743,0.0093,0.3071,0.6253,0.9246,0.39,0.639,0.8504,0,0.8438
1281.6772,60,0.2066,10.3922,2,21,4,2,1,0.1446,-0.0535,0.5711,0.8706,0.7656,0.2295,0.2212,0.434,0,1.0
5575.9495,15,0.1627,3.8108,4,32,1,2,0,0.488,0.0297,0.9184,0.3955,0.5778,0.2615,0.205,0.7266,0,0.8458
2953.9033,13,0.4422,7.3068,3,17,1,2,0,0.1199,0.1112,0.3025,0.8513,0.902,0.786,0.2465,0.8107,0,0.8606
1536.9947,15,0.2476,4.0273,3,18,3,0,0,0.5765,0.0262,0.1841,0.6829,0.9087,0.7529,0.6968,0.6657,0,0.6193
518.1668,18,0.2181,2.994,2,17,0,0,1,0.7371,0.0219,0.7046,0.3565,0.5821,0.7309,0.4081,0.6973,0,0.5325
5684.3456,13,0.201,5.7592,2,16,1,1,1,0.302,0.0126,0.2568,0.5944,0.6591,0.4319,0.2077,0.7494,0,0.9458
902.5407,2,0.4134,1.0888,1,12,2,0,0,0.3698,-0.033,0.2668,0.2011,0.9265,0.5288,0.6564,0.5413,1,0.1868
794.1724,14,0.214,3.0588,3,16,0,0,1,0.1102,0.048,0.4871,0.8487,0.6949,0.4736,0.4281,0.7669,0,0.8395
3014.7893,18,0.0777,0.4788,4,34,3,1,0,0.6992,-0.0061,0.263,0.834,0.8433,0.5312,0.7931,0.6208,1,0.7103
6000.0,40,0.6164,2.6395,3,38,3,1,1,0.3461,0.0862,0.4572,0.5969,0.7073,0.3788,0.3776,0.8449,1,0.8236
3612.4316,7,0.3045,3.0775,2,6,0,2,1,0.0305,0.0893,0.5091,0.3707,0.8587,0.8602,0.7873,0.0745,0,0.7946
2396.9552,51,0.0481,2.5213,4,40,3,2,1,0.3131,-0.0269,0.2494,0.5194,0.4635,0.6659,0.784,0.6738,0,0.9878
2434.2091,12,0.2524,3.7917,1,12,3,1,1,0.3594,0.0383,0.5204,0.5258,0.9402,0.627,0.4076,0.1899,0,0.8903
2770.2914,8,0.0555,1.0666,1,17,0,0,0,0.4459,-0.0294,0.2621,0.6932,0.6967,0.6754,0.7424,0.2438,0,0.5552
2642.4566,27,0.1576,1.5739,4,24,2,2,0,0.4414,0.0582,0.7604,0.6178,0.4684,0.1116,0.2203,0.7772,0,0.7358
2080.9831,11,0.4899,0.0214,2,60,4,1,1,0.2894,-0.0441,0.3576,0.8827,0.8847,0.4676,0.2402,0.3151,0,0.9856
1904.7395,16,0.345,0.3158,3,15,0,1,0,0.4879,0.0118,0.7444,0.8494,0.7818,0.1738,0.6264,0.7388,0,0.3556
1752.3332,16,0.1592,2.0667,0,43,2,0,0,0.2339,0.026,0.3631,0.8982,0.4819,0.6715,0.5795,0.4667,1,0.7129
1240.1873,26,0.6116,1.6525,1,11,3,1,0,0.574,0.0385,0.198,0.7253,0.6723,0.1953,0.281,0.7822,0,0.0363
1571.3061,15,0.0713,0.4396,3,6,0,1,1,0.2013,-0.0511,0.5656,0.8469,0.8941,0.5273,0.2709,0.3374,0,1.0
775.5106,14,0.2021,0.558,2,37,2,2,1,0.5269,0.0228,0.7926,0.7841,0.7151,0.4726,0.4183,0.7784,1,0.7339
1721.2915,12,0.2955,0.8434,0,18,2,2,0,0.6189,0.0108,0.4,0.4677,0.9465,0.6496,0.3001,0.7377,1,0.2816
1102.9067,24,0.4555,2.5205,3,42,2,0,0,0.2424,-0.0567,0.3716,0.7404,0.7544,0.5613,0.4336,0.5712,0,0.7053
1041.2793,10,0.2879,1.8818,2,46,5,0,0,0.4478,0.0578,0.7822,0.8019,0.9398,0.4471,0.2313,0.2153,0,0.9385
1978.2088,40,0.1963,0.1442,4,11,1,0,0,0.3314,0.0803,0.2927,0.5869,0.8789,0.4278,0.5947,0.6216,1,0.7943
3626.4197,17,0.0691,2.8537,4,11,1,1,1,0.3436,0.003,0.5971,0.7721,0.7523,0.7024,0.5871,0.656,0,0.9185
2861.6633,3,0.3269,0.6094,3,21,3,0,0,0.1873,-0.0066,0.7313,0.5746,0.8274,0.281,0.6207,0.3462,0,0.6954
824.4774,20,0.1676,2.228,2,42,0,0,0,0.3262,-0.0184,0.5379,0.7366,0.8987,0.4684,0.5662,0.5111,0,0.6668
1102.335,23,0.5704,0.2633,3,37,0,2,0,0.5709,0.1267,0.6812,0.5617,0.9355,0.4518,0.4554,0.7018,1,0.3446
2893.973,41,0.1943,12.0,3,9,1,0,0,0.5399,0.0469,0.279,0.8312,0.6406,0.4109,0.4045,0.3488,0,0.9466
1106.2778,8,0.0456,0.1675,1,13,3,0,0,0.744,-0.0357,0.5637,0.4956,0.8226,0.7816,0.7429,0.6427,1,0.2916
1615.9583,7,0.1593,2.7075,2,24,3,2,1,0.5729,-0.0796,0.5141,0.7004,0.5666,0.9417,0.4835,0.0667,1,0.9154
2380.4053,26,0.1198,1.5589,4,5,4,1,1,0.585,-0.0213,0.7231,0.9472,0.799,0.4588,0.7656,0.4321,0,0.9784
1114.1285,36,0.2066,0.1797,2,5,0,2,0,0.5641,-0.021,0.7041,0.9084,0.3843,0.1548,0.3783,0.6092,1,0.4346
1905.8583,8,0.1709,0.0544,3,43,2,1,0,0.2139,0.0128,0.4057,0.6722,0.4724,0.4175,0.6082,0.6384,0,0.645
927.9587,20,0.2504,0.9009,1,13,1,2,0,0.2286,0.0022,0.8282,0.4741,0.8748,0.4648,0.2896,0.5041,0,0.6072
1338.5151,15,0.136,3.2412,4,22,5,1,1,0.6798,0.0572,0.8844,0.9458,0.3324,0.8755,0.7497,0.6028,0,0.9518
2121.5261,8,0.1697,0.084,1,10,4,0,1,0.3635,-0.1354,0.4886,0.7807,0.9329,0.2163,0.7521,0.0508,0,0.9011
815.2568,15,0.4859,2.4375,4,48,0,1,0,0.3048,0.0269,0.5209,0.7858,0.5141,0.4651,0.22,0.5751,0,0.6322
2253.4944,34,0.4388,2.1306,1,17,1,1,0,0.8758,0.0447,0.4352,0.4977,0.9339,0.7487,0.3475,0.8653,0,0.2555
1790.3763,17,0.3616,0.6172,4,20,1,1,0,0.4267,-0.0898,0.5658,0.7737,0.9261,0.234,0.6344,0.8772,1,0.4618
2383.3086,14,0.2154,0.1613,2,20,2,2,0,0.4055,-0.0434,0.7315,0.4895,0.6892,0.6012,0.7812,0.3842,1,0.5034
2022.2319,25,0.285,4.9378,3,12,1,0,0,0.3509,-0.0242,0.4839,0.8329,0.9385,0.4768,0.3862,0.6219,0,0.8598
3576.2506,37,0.1146,0.7143,4,26,5,1,0,0.167,0.0253,0.5858,0.4214,0.8236,0.8151,0.51,0.134,0,0.9518
1924.8672,7,0.1301,0.2362,0,45,2,2,1,0.8005,-0.0207,0.791,0.5974,0.7126,0.6356,0.532,0.7225,0,0.6362
1458.6946,21,0.1731,2.2884,2,60,3,2,1,0.3966,-0.0017,0.4349,0.7546,0.9344,0.8814,0.3614,0.5069,0,0.999
1922.0522,12,0.5485,0.4884,5,9,4,1,1,0.142,-0.0394,0.3827,0.6896,0.9432,0.4255,0.7124,0.1859,0,0.9553
2372.3802,17,0.1134,1.2911,2,19,2,0,0,0.6739,0.0032,0.0412,0.6534,0.6918,0.5981,0.7791,0.6728,1,0.4087
1852.7569,27,0.3191,0.1034,3,1,0,2,1,0.3348,-0.0316,0.1653,0.6401,0.5216,0.5707,0.6237,0.7376,1,0.6723
1845.1131,13,0.4349,9.9191,1,7,1,2,1,0.8063,-0.0439,0.0662,0.6239,0.9449,0.3718,0.3176,0.6685,0,0.7463
1272.8378,15,0.6472,1.187,3,24,1,0,0,0.3055,0.007,0.2783,0.7143,0.6914,0.7253,0.5405,0.3824,1,0.1594
1297.9606,33,0.5975,12.0,1,24,2,0,1,0.4258,0.0432,0.7231,0.8185,0.8762,0.5348,0.5643,0.7572,0,0.9788
896.6785,23,0.4353,0.9745,3,14,3,2,0,0.1333,0.0131,0.8062,0.4526,0.7479,0.8381,0.2567,0.6615,0,0.6158
4336.3505,15,0.2378,0.855,2,16,3,1,1,0.2177,-0.0113,0.2908,0.8068,0.7554,0.1599,0.6808,0.8062,0,0.9314
970.7494,18,0.255,4.9202,3,7,1,0,0,0.2881,0.0504,0.414,0.8379,0.9097,0.224,0.5574,0.7553,1,0.7688
1278.6337,17,0.0892,0.7994,2,28,3,1,0,0.1635,-0.0229,0.5967,0.7278,0.8736,0.3622,0.5193,0.7612,0,0.8475
1262.4333,2,0.0804,1.1313,3,11,5,1,0,0.4288,-0.004,0.6778,0.65,0.8332,0.4828,0.4295,0.2741,0,0.7981
2828.3879,18,0.2176,0.1627,2,60,2,2,0,0.1733,0.0585,0.3061,0.7381,0.6468,0.2075,0.7614,0.8943,0,0.7082
1560.1311,5,0.4059,6.2228,2,48,0,0,1,0.3503,-0.0215,0.5742,0.4452,0.9008,0.3323,0.2083,0.9264,1,0.8488
3374.0566,36,0.4102,0.178,3,14,5,0,0,0.6097,-0.027,0.2415,0.6736,0.8581,0.9389,0.3097,0.5626,0,0.6905
1291.1062,4,0.443,2.9497,2,11,0,0,1,0.6018,0.0372,0.5886,0.8675,0.85,0.3745,0.6862,0.1417,0,0.86
2078.6981,11,0.3699,1.547,4,34,3,0,1,0.5475,-0.0499,0.4253,0.7502,0.7631,0.5427,0.3009,0.6073,1,0.8559
1190.7355,10,0.2121,0.1267,3,14,2,0,1,0.8812,0.0601,0.3114,0.9492,0.7361,0.7641,0.2241,0.2861,0,0.8587
5284.7181,45,0.2407,0.0034,3,4,1,2,1,0.1208,-0.0969,0.2302,0.7876,0.9675,0.5428,0.237,0.4794,0,1.0
998.4467,35,0.2764,5.4838,1,33,2,0,1,0.5024,0.0037,0.3289,0.8621,0.4719,0.7894,0.6453,0.7357,0,0.9336
2110.9859,1,0.0867,2.7109,3,21,3,1,0,0.71,-0.0326,0.4604,0.908,0.4551,0.4686,0.4326,0.4726,1,0.7354
2482.17,16,0.092,2.3195,0,23,2,1,1,0.6858,0.017,0.9126,0.6316,0.9711,0.5327,0.6485,0.7053,0,0.8052
2223.6373,5,0.4142,1.1545,4,12,2,1,0,0.217,0.0732,0.1436,0.6756,0.7556,0.5467,0.5588,0.8963,1,0.516
1648.0634,18,0.1413,0.5452,2,60,1,2,0,0.5879,-0.0579,0.3432,0.8695,0.7785,0.2925,0.7387,0.6517,1,0.5448
1694.4096,26,0.143,2.278,1,58,3,1,0,0.44,-0.0702,0.3984,0.774,0.8976,0.7343,0.7911,0.93,0,0.5938
1848.0859,20,0.3456,1.8745,2,5,4,0,1,0.199,0.0575,0.26,0.5318,0.7699,0.1595,0.4792,0.3432,1,0.9638
1679.9159,27,0.0855,2.5918,5,15,3,0,0,0.6013,-0.0115,0.5954,0.3924,0.6756,0.1123,0.7368,0.2185,0,0.8467
2927.6038,13,0.1955,0.9108,4,9,1,1,0,0.0816,-0.0041,0.3429,0.754,0.7199,0.7671,0.2283,0.4644,0,0.8781
5460.3136,20,0.4346,8.6739,2,25,1,2,1,0.4034,-0.0133,0.7873,0.7483,0.9269,0.2719,0.2102,0.8477,0,1.0
1368.2039,27,0.3254,0.1387,5,30,1,0,0,0.355,-0.0181,0.6683,0.6906,0.6825,0.4442,0.4976,0.7666,0,0.6294
911.5063,11,0.066,0.1661,1,44,0,0,0,0.4637,-0.0456,0.7938,0.6283,0.689,0.5233,0.7634,0.7352,1,0.3042
1729.9694,7,0.2477,4.9748,3,60,2,1,0,0.3339,-0.0121,0.1752,0.5505,0.4922,0.5555,0.547,0.8032,1,0.6802
6000.0,9,0.052,2.0866,3,47,2,0,0,0.6388,-0.0421,0.2984,0.4011,0.6696,0.5123,0.2942,0.2843,0,0.9029
1209.7424,15,0.0724,0.79,4,16,0,2,0,0.3367,0.0501,0.8175,0.7149,0.9118,0.2715,0.6309,0.483,0,0.7993
4103.3476,16,0.0437,2.8706,2,49,0,0,0,0.1856,-0.0277,0.5941,0.8889,0.7964,0.365,0.6408,0.8781,1,0.7991
4183.2779,21,0.3367,1.2058,2,17,0,1,1,0.4951,0.0655,0.7759,0.8316,0.7042,0.3025,0.431,0.5447,0,0.9087
1370.8769,8,0.1372,0.0427,3,27,3,0,1,0.1251,0.0335,0.7144,0.9902,0.9021,0.5827,0.6179,0.6038,0,0.9245
2403.044,27,0.1534,2.106,2,9,3,1,0,0.5085,-0.0501,0.4879,0.9515,0.6593,0.1063,0.7093,0.5842,0,0.6648
4081.4121,52,0.1514,0.5571,0,13,1,1,0,0.1407,-0.0532,0.3326,0.9667,0.8447,0.6328,0.2375,0.0575,0,0.9535
1495.8294,10,0.1096,0.2451,3,11,3,2,1,0.6656,-0.011,0.6072,0.6563,0.5564,0.3487,0.3801,0.3063,0,0.8892
1633.0583,60,0.1783,0.5105,3,21,0,1,0,0.3944,-0.0366,0.2754,0.5085,0.7452,0.8846,0.526,0.741,1,0.7012
1351.7557,57,0.1969,1.2931,2,31,5,0,1,0.3747,-0.037,0.2933,0.814,0.9317,0.1421,0.7228,0.3675,0,0.9522
1088.5716,16,0.6437,0.1023,2,20,2,0,0,0.1066,0.042,0.5766,0.7992,0.5748,0.5153,0.6616,0.587,1,0.1221
1306.8321,14,0.5391,4.2938,2,39,1,2,1,0.0547,0.0137,0.6284,0.8814,0.6887,0.4879,0.4219,0.6859,1,0.9294
980.4679,9,0.416,1.6416,3,24,3,1,0,0.2119,0.0615,0.6479,0.4866,0.8989,0.1021,0.4382,0.6342,1,0.6375
1839.1186,30,0.2767,0.6934,3,37,2,0,1,0.3516,-0.0536,0.4609,0.7088,0.6186,0.6992,0.2889,0.7003,1,0.9623
1230.3001,17,0.1953,2.3231,4,17,1,0,1,0.731,-0.0916,0.7308,0.9252,0.8011,0.3158,0.617,0.3707,0,0.9047
2032.2381,19,0.5659,3.2617,4,8,2,0,0,0.243,-0.0365,0.0888,0.562,0.7355,0.3549,0.3645,0.6095,1,0.6283
830.5201,8,0.3074,1.9034,4,15,2,0,0,0.4106,0.0538,0.4651,0.8546,0.8497,0.51,0.2593,0.4126,1,0.7602
2133.3315,31,0.2818,0.4525,2,17,2,2,0,0.3909,-0.0314,0.5598,0.5905,0.8374,0.5742,0.6793,0.0452,0,0.7132
2742.882,13,0.3288,0.2337,1,21,1,1,1,0.2191,0.0818,0.5894,0.8129,0.5919,0.3788,0.2564,0.7543,0,0.9433
667.2282,6,0.5038,3.9308,4,42,4,2,1,0.3501,-0.0267,0.6188,0.8065,0.8168,0.3912,0.6211,0.4355,1,1.0
2179.8869,15,0.2719,0.5349,1,29,3,1,0,0.3705,0.0292,0.8185,0.4337,0.7873,0.2411,0.2607,0.1932,0,0.8177
3340.3621,8,0.0838,0.0406,5,21,1,1,1,0.6924,-0.0013,0.6061,0.6736,0.8811,0.4173,0.3588,0.4881,0,0.8299
987.503,41,0.0332,2.0595,4,15,2,0,1,0.6216,-0.098,0.5368,0.8785,0.696,0.4914,0.5849,0.6443,0,0.9434
4172.5648,57,0.1188,0.3318,3,9,3,1,0,0.0976,-0.033,0.6801,0.1943,0.8743,0.3635,0.549,0.4832,0,0.8896
2229.4485,16,0.3093,9.4144,2,17,2,1,1,0.0562,0.024,0.6426,0.8708,0.8589,0.5072,0.4981,0.3944,0,0.99
1270.9171,34,0.1525,4.0763,3,60,3,0,0,0.4313,-0.0024,0.5287,0.6917,0.5353,0.3931,0.6652,0.4308,0,0.8889
1758.3224,34,0.3691,1.8753,3,7,2,0,0,0.2607,-0.0219,0.231,0.5603,0.7587,0.6735,0.6495,0.3798,0,0.7344
2390.2744,0,0.4275,3.5899,4,18,1,0,1,0.2871,-0.0084,0.7255,0.7247,0.598,0.2966,0.7761,0.2521,0,0.7448
1878.0752,9,0.3307,1.2718,1,19,1,0,0,0.7624,0.0075,0.7562,0.8393,0.7006,0.4102,0.2955,0.6988,1,0.263
